Name,Album,Artist,Track_id,Duration,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Valence,Liveness,Tempo,Time_Signature,Year
Guerrilla Radio,The Battle Of Los Angele,Rage Against The Machine,1wsRitfRRtWyEapl0q22o8,206200,TRUE,0.599,0.957,11,-5.764,1,0.188,0.0129,0.0000706,0.489,0.155,103.68,4,2000
Calm Like a Bomb,The Battle Of Los Angele,Rage Against The Machine,1hR0fIFK2qRG3f3RF70pb7,298893,FALSE,0.315,0.97,7,-5.424,1,0.483,0.0234,0.00000203,0.37,0.122,149.749,4,2000
Mic Check,The Battle Of Los Angele,Rage Against The Machine,2lbASgTSoDO7MTuLAXlTW0,213640,TRUE,0.44,0.967,11,-5.83,0,0.237,0.163,0.00000364,0.574,0.121,96.752,4,2000
Sleep Now In the Fire,The Battle Of Los Angele,Rage Against The Machine,1MQTmpYOZ6fcMQc56Hdo7T,205600,FALSE,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.539,0.0789,127.059,4,2000
Born of a Broken Man,The Battle Of Los Angele,Rage Against The Machine,2LXPNLSMAauNJfnC58lSqY,280960,FALSE,0.298,0.848,2,-5.947,1,0.0727,0.0538,0.00152,0.194,0.201,148.282,4,2000
Born As Ghosts,The Battle Of Los Angele,Rage Against The Machine,3moeHk8eIajvUEzVocXukf,202040,FALSE,0.417,0.976,9,-6.032,1,0.175,0.000427,0.000134,0.483,0.107,90.395,4,2000
Maria,The Battle Of Los Angele,Rage Against The Machine,4llunZfVXv3NvUzXVB3VVL,228093,FALSE,0.277,0.873,11,-6.571,0,0.0883,0.00694,0.000054,0.618,0.188,172.848,4,2000
Voice of the Voiceless,The Battle Of Los Angele,Rage Against The Machine,21Mq0NzFoVRvOmLTOnJjng,151573,FALSE,0.441,0.882,7,-7.363,1,0.044,0.0195,0.00684,0.418,0.15,83.371,4,2000
New Millennium Homes,The Battle Of Los Angele,Rage Against The Machine,6s2FgJbnnMwFTpWJZzvb6z,224933,FALSE,0.448,0.861,9,-6.12,1,0.0676,0.00306,0,0.761,0.0987,92.777,4,2000
Ashes In the Fall,The Battle Of Los Angele,Rage Against The Machine,7o2Razxnl33Jrgz4PpMYNa,277266,TRUE,0.456,0.704,7,-6.687,1,0.0982,0.0052,0.00000412,0.656,0.0595,140.629,4,2000
War Within a Breath,The Battle Of Los Angele,Rage Against The Machine,3Hxu3Ey1TV9mZ5XqMXckiS,216426,FALSE,0.399,0.965,6,-5.901,1,0.143,0.00442,0.0314,0.174,0.367,98.464,4,2000
Just Pretend - E.P. Version,The Ben,The Bens,2W7CvVrRa5NarHynnnpYzX,181626,FALSE,0.601,0.533,7,-8.179,1,0.0248,0.485,0,0.498,0.122,101.678,4,2003
XFire - E.P. Version,The Ben,The Bens,5Tg6tpUlZALzsZIpSltltm,239133,FALSE,0.529,0.668,10,-6.264,1,0.0592,0.0536,0.00000401,0.562,0.0938,135.526,4,2003
Stop! - E.P. Version,The Ben,The Bens,5GdD3pFHRcz2qlvsWHYEIf,176160,FALSE,0.445,0.707,2,-7.213,1,0.0865,0.0764,0.00000372,0.5,0.0819,113.918,4,2003
Bruised - E.P. Version,The Ben,The Bens,2jmyWJNyenb88c09SKKDyb,279893,FALSE,0.556,0.733,11,-7.341,1,0.0395,0.384,0.00000111,0.528,0.325,129.447,4,2003
The Bike Song,The Bike Son,"Mark Ronson, The Business Intl",3MwH95RrPDFiz4YN69Cd7D,263266,FALSE,0.571,0.889,6,-4.697,0,0.0416,0.000738,0,0.619,0.592,110.434,4,2010
The Bike Song - Major Lazer Remix by Switch,The Bike Son,"Mark Ronson, The Business Intl, Switch, Diplo",6FexqSKmlzo9D9yT2IfcEA,213426,FALSE,0.739,0.547,1,-5.569,1,0.47,0.0749,0,0.726,0.366,108.189,3,2010
The Bike Song - Lil Silver Remix,The Bike Son,"Mark Ronson, The Business Intl, Lil Silva",6yfus52K9CDEF4DJrzRRMw,337226,FALSE,0.624,0.68,2,-7.247,1,0.0979,0.0225,0.0000162,0.494,0.268,126.996,4,2010
Tick Tick Boom,The Black and White albu,The Hives,7xl2ZaOnKAxJyrkIQe2S43,205357,FALSE,0.562,0.835,9,-3.134,0,0.112,0.000356,0.0000055,0.442,0.276,135.111,4,2007
Try It Again,The Black and White albu,The Hives,0wowXF6DrkjKYiLalgodHu,209629,FALSE,0.64,0.792,6,-2.975,1,0.158,0.0239,0.0000871,0.572,0.345,156.008,4,2007
You Got It All... Wrong,The Black and White albu,The Hives,4hxSivlAPWlFJ4lZhNz3AD,161100,FALSE,0.357,0.989,4,-1.515,1,0.208,0.0007,0.00000241,0.325,0.184,186.061,4,2007
Well All Right!,The Black and White albu,The Hives,2kYyTdHEocFaiDiEFZOUef,208654,FALSE,0.398,0.923,11,-2.332,0,0.125,0.0872,0,0.846,0.603,192.076,4,2007
Hey Little World,The Black and White albu,The Hives,7IwngDZWipg9xwTc0flTpE,202106,FALSE,0.476,0.936,7,-2.562,1,0.111,0.00067,0.000496,0.495,0.381,160.096,4,2007
A Stroll Through Hive Manor Corridors,The Black and White albu,The Hives,55SN7IAvXoQ2hCvQOuDowy,157802,FALSE,0.665,0.238,5,-12.951,1,0.0375,0.977,0.984,0.317,0.127,95.72,3,2007
Won't Be Long,The Black and White albu,The Hives,03GIk20uwlLmxs5getH3Wb,226301,FALSE,0.605,0.924,1,-3.098,0,0.0327,0.00638,0.000156,0.735,0.164,150.05,4,2007
T.H.E.H.I.V.E.S.,The Black and White albu,The Hives,1f08YT5uGGQPYEdJLRz4A8,217013,FALSE,0.842,0.541,5,-3.957,1,0.0306,0.0222,0.00000498,0.909,0.113,111.027,4,2007
Return The Favour,The Black and White albu,The Hives,50C7FLvSOhqH5EyljhRBhg,189103,FALSE,0.276,0.991,9,-2.698,1,0.203,0.000236,0,0.113,0.118,166.064,4,2007
Giddy Up!,The Black and White albu,The Hives,6MdxDs0CR2NdbtPoW1M6PU,170898,FALSE,0.77,0.921,9,-5.044,0,0.0772,0.0064,0.00000156,0.593,0.0966,126.401,4,2007
Square One Here I Come,The Black and White albu,The Hives,0LjMHZLLfiKR6Msy0dnov7,190264,FALSE,0.498,0.938,2,-3.472,1,0.0774,0.00197,0.0000317,0.829,0.081,76.021,4,2007
You Dress Up For Armageddon,The Black and White albu,The Hives,5f0ZDT4XKHF0tGhgZ49g05,189939,FALSE,0.658,0.805,0,-2.884,1,0.0678,0.00386,0.00000423,0.576,0.157,134.505,4,2007
Puppet On A String,The Black and White albu,The Hives,4RFTgCmYiwpfSgIpD52MfX,174706,FALSE,0.717,0.668,9,-5.856,0,0.0326,0.602,0.000967,0.908,0.117,115.004,4,2007
Bigger Hole To Fill,The Black and White albu,The Hives,5l3xc1IrbnxOxgQL7Tippt,217245,FALSE,0.523,0.866,9,-3.81,1,0.079,0.000656,0.0497,0.562,0.576,141.496,4,2007
Hell No,The Black and White albu,The Hives,4VZFZoQ7moG9tQ6uJPctjq,141084,FALSE,0.379,0.994,7,-3.211,1,0.164,0.0125,0.000461,0.359,0.051,175.216,4,2007
The End.,The Black Parad,My Chemical Romance,6s2yqZbiPNPL1B2IeCMsUA,112920,FALSE,0.292,0.548,2,-4.977,1,0.0363,0.0827,0,0.207,0.414,175.053,3,2007
Dead!,The Black Parad,My Chemical Romance,0uukw2CgEIApv4IWAjXrBC,195520,TRUE,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.362,0.325,99.331,4,2007
This Is How I Disappear,The Black Parad,My Chemical Romance,0rUNZQuYQvOz6A6zwyT6tM,239053,FALSE,0.242,0.983,2,-2.679,1,0.106,0.0000508,0.0000443,0.301,0.303,163.366,4,2007
The Sharpest Lives,The Black Parad,My Chemical Romance,2kMjk14RmYyYhhSbipoa9U,200880,FALSE,0.513,0.937,1,-3.427,0,0.0532,0.000111,0.000102,0.543,0.083,155.015,4,2007
Welcome to the Black Parade,The Black Parad,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,311106,FALSE,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.236,0.222,96.95,4,2007
I Don't Love You,The Black Parad,My Chemical Romance,4RAOI1etsgbh5NP3T5R8rN,238680,FALSE,0.289,0.796,0,-4.22,1,0.0494,0.00837,0.0000261,0.33,0.202,169.835,4,2007
House of Wolves,The Black Parad,My Chemical Romance,7j2Bmzpnf6RwEWEQ2sv8Ho,184000,TRUE,0.445,0.977,0,-2.674,1,0.0995,0.000347,0.0235,0.239,0.126,105.825,4,2007
Cancer,The Black Parad,My Chemical Romance,0GgN4MhR5GKn5IcKN0e0rG,142973,FALSE,0.457,0.515,4,-4.31,1,0.0261,0.358,0,0.222,0.278,74.984,4,2007
Mama,The Black Parad,My Chemical Romance,0Zh3tKIphLOvQux4dA6PFZ,279026,TRUE,0.236,0.799,4,-5.167,0,0.0939,0.0136,0,0.303,0.0948,208.951,4,2007
Sleep,The Black Parad,My Chemical Romance,2pONuBYwWrNm9jcJH6hmPc,283466,FALSE,0.188,0.952,0,-4.499,1,0.201,0.00138,0.000856,0.152,0.381,155.973,4,2007
Teenagers,The Black Parad,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,161920,FALSE,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.856,0.184,111.647,4,2007
Disenchanted,The Black Parad,My Chemical Romance,6T7MAQCekVb3UnCykjX3BP,295000,FALSE,0.343,0.692,2,-3.926,1,0.0355,0.00218,0,0.153,0.112,174.07,4,2007
Famous Last Words,The Black Parad,My Chemical Romance,2d6m2F4I7wCuAKtSsdhh83,299226,FALSE,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.309,0.125,122.252,4,2007
Blood - Hidden Track,The Black Parad,My Chemical Romance,1rNSLiEFpAF4amVhkzfTUG,173533,TRUE,0.739,0.405,4,-10.524,1,0.107,0.972,0,0.827,0.0699,123.497,4,2007
Old Mother Reagan,The Blind Leading The Nake,Violent Femmes,4d2kvLToZXFMjyzXCPmxvH,31893,FALSE,0.411,0.768,2,-10.737,1,0.0744,0.0557,0,0.961,0.319,88.315,4,1993
No Killing,The Blind Leading The Nake,Violent Femmes,1uv6gL6UwP2mlWSHDXVNZn,313600,FALSE,0.618,0.597,4,-13.758,0,0.051,0.0183,0.0000301,0.641,0.465,173.856,4,1993
Faith,The Blind Leading The Nake,Violent Femmes,3gF2imo3yo3XfDGI3M0dbn,254640,FALSE,0.592,0.612,7,-12.798,1,0.0475,0.0603,0,0.893,0.358,130.205,4,1993
Breakin' Hearts,The Blind Leading The Nake,Violent Femmes,7EiWzLUBuyr2zLn9UktK9H,135546,FALSE,0.468,0.579,0,-13.44,1,0.0325,0.0473,0,0.708,0.339,156.369,4,1993
Special,The Blind Leading The Nake,Violent Femmes,3b7A40l4oPB0vOVqA49nCi,138400,FALSE,0.531,0.521,9,-13.379,0,0.162,0.00634,0.0000547,0.686,0.141,180.306,4,1993
Love & Me Make Three,The Blind Leading The Nake,Violent Femmes,4zBYcEe6fsjmBqTXJzbBWz,173333,FALSE,0.64,0.864,4,-12.507,1,0.057,0.00205,0.000304,0.855,0.0654,138.99,4,1993
Candlelight Song,The Blind Leading The Nake,Violent Femmes,0Ck1dfVU5g1eHjbEyxYHnQ,191706,FALSE,0.586,0.21,5,-21.997,1,0.035,0.711,0.0492,0.149,0.0946,109.613,4,1993
I Held Her In My Arms,The Blind Leading The Nake,Violent Femmes,6F1GVsTES1GpzWIuriUNsF,172506,FALSE,0.593,0.688,9,-10.984,1,0.0343,0.0237,0,0.428,0.284,106.12,4,1993
Children Of The Revolution,The Blind Leading The Nake,Violent Femmes,5Xb5N56VMeYgyAEXRbK85l,259226,FALSE,0.691,0.555,4,-11.106,0,0.033,0.0861,0.000753,0.84,0.226,97.245,4,1993
Good Friend,The Blind Leading The Nake,Violent Femmes,7L5RELIpVZaEeyHaFpzNrh,208706,FALSE,0.74,0.631,2,-12.427,1,0.0708,0.162,0.00038,0.571,0.0919,113.747,4,1993
Heartache,The Blind Leading The Nake,Violent Femmes,0bT0BtLz5P9wOyLTlmi0h4,122333,FALSE,0.486,0.785,9,-10.902,0,0.0603,0.00208,0.00000155,0.603,0.243,193.273,4,1993
Cold Canyon,The Blind Leading The Nake,Violent Femmes,211roycUZxgxjyGuD91xDE,202453,FALSE,0.394,0.813,9,-12.738,0,0.0617,0.00261,0,0.655,0.12,154.352,4,1993
Two People,The Blind Leading The Nake,Violent Femmes,1GZu3u814fVE56n93PoQhp,58240,FALSE,0.651,0.153,7,-18.742,1,0.0717,0.439,0.0947,0.221,0.121,181.081,4,1993
What We Talkin' About [Jay-Z + Luke Steele [Of Empire Of The Sun]],The Blueprint ,JAY Z,4GHfwyQFgrkXoHISZ6CVrB,243973,TRUE,0.457,0.976,9,-1.275,0,0.34,0.382,0,0.256,0.717,96.162,4,2009
Thank You,The Blueprint ,JAY Z,6ihgkAmVOLeWIGZjl7HfnP,249480,TRUE,0.629,0.932,1,-1.076,1,0.238,0.363,0.000332,0.901,0.144,86.154,4,2009
D.O.A. [Death of Auto-Tune],The Blueprint ,JAY Z,1rlsUf1hdCGf1ML0MJJczY,255280,TRUE,0.371,0.936,3,-2.308,0,0.353,0.0504,0,0.533,0.0862,171.954,4,2009
Run This Town [Jay-Z + Rihanna + Kanye West],The Blueprint ,JAY Z,1A0Fh8sT1EYnSh6ZYTmlgm,267520,TRUE,0.653,0.928,1,-1.787,1,0.24,0.289,0,0.416,0.299,86.764,4,2009
Empire State Of Mind [Jay-Z + Alicia Keys],The Blueprint ,JAY Z,69yVxyuRahEzs2taFMVVoO,277400,TRUE,0.495,0.933,11,-3.977,1,0.395,0.0294,0,0.815,0.503,173.414,4,2009
Real As It Gets [Jay-Z + Young Jeezy],The Blueprint ,JAY Z,0V7iCHNcR7to01ngLBsWa4,252613,TRUE,0.392,0.976,8,-1.488,0,0.385,0.146,0,0.533,0.32,81.238,4,2009
On To The Next One [Jay-Z + Swizz Beatz],The Blueprint ,JAY Z,1vHC51rey9PU9QhjWwemEw,257880,TRUE,0.448,0.826,6,-5.227,1,0.402,0.226,0.0000036,0.633,0.0952,177.206,4,2009
Off That [Jay-Z + Drake],The Blueprint ,JAY Z,5qQUxlGZyB1mRmClHEOGMf,246506,TRUE,0.639,0.931,5,-3.857,0,0.281,0.269,0,0.807,0.146,110.842,4,2009
A Star Is Born [Jay-Z + J. Cole],The Blueprint ,JAY Z,4qQxaWI7fo1Wn2zm5UlcQU,226920,TRUE,0.678,0.946,8,-1.658,0,0.286,0.0175,0.0000291,0.462,0.351,110.301,4,2009
Venus vs. Mars,The Blueprint ,JAY Z,44zVMz0QJZp1g5vPAPPFHF,190813,TRUE,0.622,0.593,1,-5.371,1,0.258,0.0355,0.00192,0.19,0.124,97.984,4,2009
Already Home [Jay-Z + Kid Cudi],The Blueprint ,JAY Z,5ZIfOjIDOpeoQR0ZFRNtPq,269853,TRUE,0.553,0.866,0,-2.316,1,0.303,0.0697,0,0.617,0.73,80.923,4,2009
Hate [Jay-Z + Kanye West],The Blueprint ,JAY Z,1cUkoIDsKNjjilHH0ZbAMn,151426,TRUE,0.743,0.764,6,-2.624,1,0.264,0.194,0,0.762,0.718,119.765,4,2009
Reminder,The Blueprint ,JAY Z,2lH4hG6DbjmBoEh0HkbfQR,258093,TRUE,0.395,0.846,2,-3.096,0,0.359,0.0238,0.0000559,0.423,0.136,81.165,4,2009
So Ambitious [Jay-Z + Pharrell],The Blueprint ,JAY Z,7lRobVHNSttVNH83lQQzrb,252146,TRUE,0.669,0.72,4,-5.331,0,0.331,0.067,0,0.646,0.109,82.887,4,2009
Young Forever [Jay-Z + Mr Hudson],The Blueprint ,JAY Z,7nmArpOotJ431XYlJXI1vy,253906,TRUE,0.622,0.684,9,-3.253,0,0.0906,0.403,0,0.0795,0.214,140.286,4,2009
Into My Arms - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,1rjUQbGliFMhQZK1cx5JpY,256120,FALSE,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.219,0.11,94.163,4,1997
Lime Tree Arbour - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,7EBExm4Aime2Uf0AMY2eY4,176880,FALSE,0.478,0.181,9,-16.946,0,0.0338,0.77,0.069,0.381,0.103,172.263,4,1997
People Ain't No Good - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,6q3L381vWXXV7fLbATwB7N,342000,FALSE,0.426,0.108,0,-17.461,1,0.0378,0.858,0.00793,0.226,0.119,120.069,3,1997
Brompton Oratory - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,5HXkZH5u0oPRviBjLaJjup,246546,FALSE,0.725,0.169,0,-17.076,1,0.0459,0.784,0.418,0.748,0.0882,68.293,4,1997
There Is A Kingdom - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,11VqZ2wUav25fT4Xtp1RBW,292800,FALSE,0.636,0.197,8,-15.623,1,0.0354,0.655,0.0202,0.331,0.136,116.874,3,1997
(Are You) The One That I've Been Waiting For? - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,2o9R6o7dnPRdEKdB9XuT4n,245466,FALSE,0.453,0.183,8,-17.309,1,0.0289,0.817,0.0271,0.154,0.108,140.482,4,1997
Where Do We Go Now But Nowhere? - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,34irr82TqyciIvO7NUQqnW,346066,FALSE,0.545,0.154,7,-19.318,0,0.0389,0.82,0.679,0.152,0.0995,121.485,3,1997
West Counrty Girl - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,4eDsi0kedPXBFl2QrfKu5o,165866,FALSE,0.396,0.471,2,-15.52,0,0.118,0.696,0.228,0.476,0.107,170.108,3,1997
Black Hair - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,2cgusokmwtI3c9XhrSwblI,254160,FALSE,0.181,0.154,0,-15.425,1,0.0379,0.73,0.00326,0.133,0.121,78.561,3,1997
Idiot Prayer - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,4afEpxtdsG3XF8kFp6XYnQ,261813,FALSE,0.523,0.224,3,-15.087,1,0.03,0.0996,0.037,0.224,0.148,137.186,3,1997
Far From Me - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,5w2PJ6F2hl6gne1NQ6oT6n,333826,FALSE,0.407,0.167,0,-17.754,1,0.0362,0.685,0.128,0.144,0.11,125.792,4,1997
Green Eyes - 2011 - Remaster,The Boatmanâ€™s Call (2011 - Remaster,Nick Cave & The Bad Seeds,5Mm5oJR18RfMHo8nRTK125,211946,FALSE,0.3,0.149,1,-16.003,1,0.0323,0.919,0.00000948,0.137,0.121,101.427,4,1997
The Bold And The Beautiful,The Bold & The Beautifu,The Drugs,767xU4G48Po0uAsQnHlaJy,190866,FALSE,0.752,0.84,6,-4.876,1,0.0723,0.00529,0,0.928,0.0616,118.596,4,2002
Daytime TV,The Bold & The Beautifu,The Drugs,3QAsVs6MxQawCtTtaQQ3oS,193120,FALSE,0.539,0.533,1,-14.552,1,0.468,0.172,0,0.646,0.662,138.755,3,2002
No Sense,The Bold & The Beautifu,The Drugs,2g6dEWSMpCWdxaokqehr2t,139813,FALSE,0.695,0.685,11,-7.159,0,0.0769,0.0562,0.000961,0.639,0.0554,128.913,4,2002
Welcome Back To TV,The Bold & The Beautifu,The Drugs,06ueTAg2Mj5ELcJd4fFrcI,62733,FALSE,0.619,0.349,7,-16.794,1,0.568,0.58,0,0.814,0.303,131.88,4,2002
No Place With Hip Hop,The Bold & The Beautifu,The Drugs,6m0ngAv1kc3y9NQDaF6cFi,144266,FALSE,0.416,0.94,2,-6.174,1,0.138,0.0155,0.0000246,0.325,0.302,101.674,4,2002
Tele Surfing,The Bold & The Beautifu,The Drugs,0D56MaduYJDyih2e8Vi6rI,28306,FALSE,0.694,0.323,1,-16.481,1,0.866,0.489,0,0.893,0.313,84.67,4,2002
Daytime TV - Remix,The Bold & The Beautifu,The Drugs,6FMwdmp6cZUgoZ6RqwaXrG,232693,FALSE,0.502,0.986,6,-8.077,0,0.0379,0.00027,0.758,0.777,0.325,135.021,4,2002
Not So Hidden Track,The Bold & The Beautifu,The Drugs,0Cn3wMyYMF1Tyfn1uQQmlY,153413,FALSE,0.618,0.192,5,-16.873,0,0.925,0.152,0,0.35,0.311,179.532,3,2002
The Mother We Share,The Bones of What You Believe (Special Edition,CHVRCHES,1HSWKn5hFsaHiGMnoBPsYr,191293,TRUE,0.464,0.715,1,-5.106,1,0.0297,0.042,0.00000409,0.349,0.125,173.939,4,2013
We Sink,The Bones of What You Believe (Special Edition,CHVRCHES,0mmRtyLXk4oRLVA5y8uLAP,214386,TRUE,0.611,0.806,2,-6.224,1,0.0383,0.000105,0.000349,0.426,0.634,125.06,4,2013
Gun,The Bones of What You Believe (Special Edition,CHVRCHES,3ahiYZYGbf5jpnVVKovqWf,233986,FALSE,0.652,0.818,5,-5.96,1,0.0417,0.00558,0.0000926,0.439,0.262,119.973,4,2013
Tether,The Bones of What You Believe (Special Edition,CHVRCHES,2IEQpFxDjuoiaVqt3cIaCi,286426,FALSE,0.467,0.588,9,-7.121,0,0.044,0.0744,0.00137,0.111,0.112,119.869,4,2013
Lies,The Bones of What You Believe (Special Edition,CHVRCHES,3CvN5Ho38Ey9bAhCOHttVi,221066,FALSE,0.529,0.796,8,-6.151,1,0.0435,0.000538,0.019,0.451,0.0933,104.959,4,2013
Under the Tide,The Bones of What You Believe (Special Edition,CHVRCHES,2N52xeHfifz2znTjtDWPNH,272146,FALSE,0.483,0.867,7,-7.03,1,0.0328,0.0172,0.000262,0.441,0.13,120.019,4,2013
Recover,The Bones of What You Believe (Special Edition,CHVRCHES,4SYPgaOubdKwdoBtV9wR14,225866,FALSE,0.407,0.634,7,-5.138,1,0.0585,0.00508,0,0.161,0.35,170.027,4,2013
Night Sky,The Bones of What You Believe (Special Edition,CHVRCHES,4lIkFGI1MwyOt2KGFe7cly,231120,FALSE,0.614,0.796,8,-7.434,1,0.0372,0.00486,0.0891,0.33,0.195,136.059,4,2013
Science / Visions,The Bones of What You Believe (Special Edition,CHVRCHES,5GOeMK02WdbjS2CAmq6YdY,238080,FALSE,0.416,0.862,6,-6.472,0,0.0789,0.0118,0.719,0.202,0.126,129.958,4,2013
Lungs,The Bones of What You Believe (Special Edition,CHVRCHES,3o7YDExXZ1ByruC3I7kGWP,182880,FALSE,0.706,0.553,5,-5.176,1,0.0544,0.0126,0.00000384,0.819,0.116,94.959,4,2013
By the Throat,The Bones of What You Believe (Special Edition,CHVRCHES,0TYVQa38DnmMO69uZvOq0A,249386,FALSE,0.635,0.597,1,-6.047,1,0.0313,0.00304,0.00104,0.286,0.0858,118.002,4,2013
You Caught the Light,The Bones of What You Believe (Special Edition,CHVRCHES,5yVtCGUqePGsyjhq386KJW,340146,FALSE,0.453,0.532,5,-7.767,1,0.0289,0.00686,0.0445,0.21,0.0999,105.061,4,2013
Strong Hand (Bonus Track),The Bones of What You Believe (Special Edition,CHVRCHES,5eXRWUNDQjxcAeSORsxrOd,206373,FALSE,0.543,0.868,3,-3.538,1,0.0512,0.0179,0.000134,0.79,0.103,159.955,4,2013
Broken Bones (Bonus Track),The Bones of What You Believe (Special Edition,CHVRCHES,1NCqORWCBMedhdlJ1ZYL6O,224746,FALSE,0.662,0.512,2,-8.462,1,0.0284,0.00982,0.801,0.226,0.119,129.973,4,2013
Gun (KDA Remix) [Bonus Track],The Bones of What You Believe (Special Edition,CHVRCHES,5V4abpnPiWDPdSdJCA63zY,375586,FALSE,0.793,0.726,0,-7.603,0,0.126,0.0644,0.56,0.213,0.131,124.02,4,2013
The Mother We Share (We Were Promised Jetpacks Remix) [Bonus Track],The Bones of What You Believe (Special Edition,CHVRCHES,1D9SqbzL4WgLiRPJCRF9kV,358746,FALSE,0.599,0.733,1,-7.379,1,0.0508,0.0014,0.918,0.341,0.327,173.995,4,2013
Animal Army,The Boy With The X-Ray Eye,Babylon Zoo,6q5QsHmKkfuRl21a7wrOLl,355226,FALSE,0.467,0.778,11,-6.484,0,0.0402,0.0339,0.0158,0.213,0.887,108.153,4,1996
Spaceman,The Boy With The X-Ray Eye,Babylon Zoo,0uQcP7QVoLvaFsORsdrgNh,242493,FALSE,0.46,0.873,0,-7.96,1,0.0602,0.0161,0.0000427,0.485,0.255,146.247,4,1996
Zodiac Sign,The Boy With The X-Ray Eye,Babylon Zoo,6w5Cy9WWAcUsTRk9wPMJ9G,297840,FALSE,0.442,0.56,9,-9.335,1,0.032,0.00121,0.264,0.403,0.0784,129.526,4,1996
Paris Green,The Boy With The X-Ray Eye,Babylon Zoo,1VJPiAqgSiqe2TvITBXVxu,282600,FALSE,0.443,0.857,4,-6.743,0,0.0407,0.00684,0.0105,0.408,0.157,139.547,4,1996
Confused Art,The Boy With The X-Ray Eye,Babylon Zoo,6zufU7sKuEbwY8pQDYOcVV,271693,FALSE,0.497,0.831,9,-8.92,1,0.0392,0.00646,0.0741,0.56,0.636,74.899,4,1996
Caffeine,The Boy With The X-Ray Eye,Babylon Zoo,5IfR1N4VdIgaZWR3SrHupj,394106,FALSE,0.522,0.669,9,-7.388,1,0.0337,0.00266,0.007,0.279,0.556,125.055,4,1996
The Boy with the X-Ray Eyes,The Boy With The X-Ray Eye,Babylon Zoo,6j30MKXQtF1hzhnhEtoLYF,266666,FALSE,0.322,0.762,11,-7.317,0,0.0381,0.0158,0,0.078,0.694,130.862,4,1996
Don't Feed the Animals,The Boy With The X-Ray Eye,Babylon Zoo,7HdGfNzr89GinwE8UJjNlD,97626,FALSE,0.655,0.268,2,-18.77,1,0.0275,0.111,0.344,0.551,0.225,94.022,4,1996
Fire Guided Light,The Boy With The X-Ray Eye,Babylon Zoo,7EBlmJYNR6Q1SPgm8Rf6Uh,402573,FALSE,0.452,0.908,9,-7.97,1,0.0504,0.00273,0.552,0.607,0.145,163.28,4,1996
Is Your Soul for Sale?,The Boy With The X-Ray Eye,Babylon Zoo,6CYPYi0nmWfox9JGMtAH4k,352333,FALSE,0.42,0.398,7,-8.501,1,0.0265,0.584,0.000338,0.0745,0.14,119.43,4,1996
I'm Cracking up I Need a Pill,The Boy With The X-Ray Eye,Babylon Zoo,0aXzrKgMmsmBEwmtCZZ6sD,226066,FALSE,0.367,0.649,9,-9.669,1,0.0499,0.0446,0.000846,0.24,0.38,144.514,4,1996
The Breach,The Breac,Dustin Tebbutt,6nfX8FYyKQFDYMb4NSEUyV,257786,FALSE,0.625,0.626,1,-7.604,1,0.028,0.613,0.0826,0.575,0.396,102.993,5,2013
Incoming,The Callin,Hilltop Hoods,0rpSQij0yrWaZM1z7Qdupx,16480,TRUE,0.601,0.526,11,-14.265,0,0.0611,0.969,0.0000112,0.792,0.103,95.121,1,2003
Testimonial Year,The Callin,Hilltop Hoods,5kPboGPX1mAmN6FSKI6KLU,219413,TRUE,0.883,0.66,10,-6.047,0,0.228,0.367,0,0.552,0.0697,95.109,4,2003
The Calling,The Callin,Hilltop Hoods,2YMmCLTZFxB2aeCPPgiTZj,186680,TRUE,0.806,0.79,1,-5.466,1,0.0841,0.392,0,0.564,0.182,93.997,4,2003
Dumb Enough,The Callin,Hilltop Hoods,6Wr2bGRXDV7kQrbVGgxOGr,241640,TRUE,0.737,0.722,10,-5.575,1,0.347,0.0498,0.0000627,0.618,0.102,169.119,4,2003
